User,Location,Text,sentiment,probability
Rincon_Destru,,Special Look de la próxima serie de #Marvel #Loki #elrincondestructor #MarvelStudios #Disney #DisneyPlus #MCU… https://t.co/6JU9Bq9qLR,Positivo,67
PrudenteElim,El mundo,Entre otras noticias #MarvelStudios https://t.co/XWA4kPtm17,Positivo,66
teamkenmylife,Sam🏠,"Usen estos 

#helmand #Taliban #ImamAli #ANDSF #hartaberfair #Melinda #MarvelStudios #MayThe4thBeWithYou… https://t.co/V1SHeRqx66",Positivo,64
richarsulbaran,"Santiago, Chile",Que hay para la fase 4. En esta video racción te lo digo https://t.co/Qf7BXl0f9E #marvel #MarvelStudios  #MarvelsAvengers #marvelphase4,Positivo,69
ortizmillie17,,Que emocion #MarvelStudios #SpiderManNoWayHome https://t.co/gVvc42u3XY,Positivo,66
SomosOcioNews,España,"Nuevo: ""Got Talent | Marvel Studios | Ponte al día 441 (03/05/21)"", El magazine de actualidad, ocio, tv, cine y más… https://t.co/1Q86wsBR9n",Positivo,77
Boletodecinecom,Panama,#MarvelStudios nos alegró el día con este pietaje: https://t.co/wzDJFYaWLY https://t.co/gAZC68GuzC,Positivo,67
TavoBarro,,"Está súper cool el video de #MarvelStudios con las nuevas películas y las fechas de estreno, pero ni siquiera sé si… https://t.co/wTlgwV6T1c",Positivo,67
JuanCruzZOf,"Tamaulipas, México",Tenemos nuevo adelanto de #Loki la próxima mega producción de #MarvelStudios para #DisneyPlus https://t.co/J7LsVdbEaC,Positivo,75
tanipulo,Salta la linda,Hace mucho que no veo una transmisión en vivo tan copada!!! Increíble #NBAxESPN #MarvelStudios 👏🏽👏🏽👏🏽👏🏽,Positivo,54
Tomyontherocks,,"che, tremendo los anuncios de hoy de #MarvelStudios https://t.co/chyaAx2kK8",Positivo,76
FrancoSurkov,"Montevideo, Uruguay","La #NBA te sorprende todos los días. Hoy con los efectos especiales de #MarvelStudios 👏
 https://t.co/rQSgaZxNIy",Positivo,73
jorge_stereo,"Buenos Aires, Argentina","#NBA y su crossover con #MarvelStudios es lo mejor de este lunes por lejos, que lindo ver basketball así. https://t.co/t0ZQ4Yhzwb",Positivo,82
legiongeeek,Ciudad Autónoma de Buenos Aire,"El #marvelstudios implacable no frena, arranca el rodaje de #moonknight ... https://t.co/s7dBpCNwZG",Positivo,67
benjaortega,Mexico City,"#MarvelStudios revela teaser de #Eternals y fechas de estreno de 10 películas con esta GRAN, GRAN video | vía… https://t.co/csiyk4shdV",Positivo,88
moderbord_,,#MarvelStudios revela teaser de #Eternals y fechas de estreno de 10 películas con este GRAN video | moderbord https://t.co/PW93Tj2dSv,Positivo,82
richarsulbaran,"Santiago, Chile",La FASE 4 de MARVEL     D  E  F  I  N  I  T  I  V  A.   ( Video Reacción. ) https://t.co/s8Lk6444u4 a través de… https://t.co/MmldXQcrsc,Positivo,72
GeekMetalero,,Yo viendo el súper trailer que lanzó hoy #MarvelStudios #WakandaForever #AvengersAssemble #WeAreGroot https://t.co/6fFKRL5MNT,Positivo,78
SantanderSilvio,Lanús Este. Pcia- Bs.As.,"#NBA y su alianza estratégica con #MarvelStudios es otra dimensión, una vez más a la vanguardia del entretenimiento… https://t.co/N8vhbVYXUJ",Positivo,66
Que_Peks,Mexico,"Un nuevo TV Spot de 'LOKI' ha sido oficialmente liberado ✨🔥 #MarvelStudios 

¡Estreno Junio 11, 2021!🍿@disneyplusla https://t.co/xQNjxiu8v5",Positivo,74
Cinemex,México,"¿Qué te pareció el clip de #MarvelStudios con detalles de la fase 4 del #MCU? 😱
¿Cuál película esperas más? 🎥 https://t.co/Rx3MwUHIpJ",Positivo,65
TravesiaPop,Bogota D.C,"#MarvelStudios presentó los títulos que hacen parte de la Fase 4 del #UCM.

“El mundo puede cambiar y evolucionar p… https://t.co/gflVlsjsHf",Positivo,57
JulianMozo,"Buenos Aires, Argentina","La #NBA se une a #MarvelStudios para atraer a los más pibes!

Animaciones 3D, explosiones de colores, nuevos gráfic… https://t.co/NZTDqB5P8s",Positivo,68
CineekGo,"Bogotá, D.C., Colombia","Y más imágenes de #AvengersCampus, el nuevo centro de entretenimiento de Disney California Adventure que se inaugur… https://t.co/oCQJq4E2WB",Positivo,75
CineekGo,"Bogotá, D.C., Colombia","Nuevas imágenes de #AvengersCampus, el nuevo centro de entretenimiento de Disney California Adventure que se inaugu… https://t.co/h7Rp3SXLvC",Positivo,77
marvelclubcr,,El día de hoy ha estado muy movido gracias a @MarvelStudios y termina con trailer especial de #Loki así que sin más… https://t.co/PIHNb5lDlF,Positivo,90
MMNews18,"Guayaquil, Ecuador",Se viene la cuarta fase de #MarvelStudios con grandes estrenos en la pantalla grande. https://t.co/KpMyUwGtlm,Positivo,77
JesseSanchezV,Venezuela,"#TheMarvels no es un nombre que me guste mucho ni que me impresione, pero entiendo la razón de por qué lo eligen.… https://t.co/pCsV08E9i7",Positivo,59
MsNoticias7,,"#AnthonyMackie, nuestro #CaptainAmerica, en el especial de #ESPN de #MarvelStudios x #NBA. https://t.co/XxXBMHyRqR",Positivo,70
vaninaparejas,,"Por qué se ven los partidos de #NBAxESPN #NBA con los superhéroes de #MarvelStudios ???
Alguien sabe si es en aludi… https://t.co/AAZIS0BKkF",Positivo,56
RubenMarinela,,"Capitán América: Digno
#MarvelStudios #CaptainAmerica
#SteveRogers
#ENDGAME https://t.co/1B82blyoUN",Positivo,65
Cabezorro,Caracas - Venezuela,"Epa @marvelstudios #marvelstudios solo espero estas tres:

Spider-Man para ver por fin el Spiderverse.

El Dr Stran… https://t.co/qgCW4KB1WM",Positivo,66
lori_681,Argentina ,"Somos parte de una gran famila ❤ #ilove3000❤
#MarvelStudios #Marvel https://t.co/H2GB9nfSCv",Positivo,81
JuancaLagu,,Gran colaboración entre #ESPN y #MarvelStudios para esta transmisión https://t.co/XLmSJkR7Oy,Positivo,83
CineekGo,"Bogotá, D.C., Colombia",Esta es la lista de los próximos estrenos de la fase 4 de #MarvelStudios con sus respectivas fechas de lanzamiento… https://t.co/ElkyJH0ri4,Positivo,65
esmil24,"La Vega, Rep. Dom","Muy apero la transmisión de #NBAxESPN con #MarvelStudios
Llevando a los jugadores y a los equipos al estilo super héroes.",Positivo,65
CineekGo,"Bogotá, D.C., Colombia",Primeras imágenes del corto avance de la próxima película #Eternals mostrado en el avance de la fase 4 del #UCM… https://t.co/te0gwJtBng,Positivo,67
multiserv_rbjg,"San Antonio De Los Altos, Vene",#Hoy #3Mayo Interesante el planteamiento del la NBA en el juego entre los #Warriors Vs #Pelicans un toque diferente… https://t.co/3xtXhEIKc7,Positivo,79
AlbertoJVelarde,Panama,#nba con comentarios de #MarvelStudios en #espn 🤣 es surreal. ¿Quien es el Ant-Man de la NBA? 😁 La maquinaria… https://t.co/zJ8Qjk7TLI,Positivo,65
bolsilloGK,México,"Así estuvo mi mañana😬
#Invinciblefinale #MarvelStudios https://t.co/FFy388RgRS",Positivo,77
CineekGo,"Bogotá, D.C., Colombia",Estos son los las próximas entregas de la fase 4 del #UCM #UniversoCinematograficoDeMarvel publicados en el avance… https://t.co/jJmBDBpWuf,Positivo,66
cherrybombTD,"Chaco, Argentina","Me hice caca 

#BlackWidow #Marvel #MarvelStudios https://t.co/AUOKGA7jJs",Positivo,66
cherrybombTD,"Chaco, Argentina","Esa parte M A N 🌠🌠🌠🌠🌠🌠🌠🌠🌠🌠🌠🌠🌠

#BlackWidow #Marvel #MarvelStudios https://t.co/uR64qtBRxp",Positivo,58
rodrimike142,"Culiacán, Sinaloa","Lunes, No te pierdas.
#WhatsApp #EnVivo #tiktokdown #Internacionales #ARSD #SiguemeYTeSigo #DiadelaSantaCruz… https://t.co/3CReztcnZl",Positivo,69
dimeallansito,Mexico D.F,Bienvenidos a la FASE 4 de #MarvelStudios #Marvel https://t.co/UzA15LvALg,Positivo,68
davidgiron11,"Quito, Ecuador",Super chevere la temática de #MarvelStudios en el partido de la NBA entre los @warriors y los Pelicans si que quier… https://t.co/3XhAhiHDhb,Positivo,69
alepuli87494947,,Arena de héroes #NBAxESPN #MarvelStudios https://t.co/ddD41Xx6zy,Positivo,65
Azrael92363531,Floating around...,"No saben lo feliz que me hacen ❤

#MarvelStudios #Marvel https://t.co/8xLF0bWBJT",Positivo,75
Ausus_4003nz,"Jaén, España",Los pelos de punta. Emoción pura con la banda sonora de #MarvelStudios https://t.co/gSehQWfhD0,Positivo,67
AlfredoPanza,,Una genialidad ver los partidos asi.#NBAxESPN #MarvelStudios @obricio7 @ESPNArgentina,Positivo,60
cherrybombTD,"Chaco, Argentina","No les pasa que 🌠no pueden dejar de mirar el último trailer de marvel🌠 

#MarvelStudios",Positivo,48
daviziofigueroa,"Tocopilla, Chile","Tony stark viendo como lonzo ball lo esta dejando mas mal que cuando firmo los acuerdos de sokovia.

#ArenaOfHeroes… https://t.co/KQhi4RTRY4",Positivo,53
frankk23,"Rancagua, Chile",Lo que se viene @MarvelStudios #MarvelStudios https://t.co/yUI5MRF7nx,Positivo,66
revista_maxim,Ciudad de México,"#MarvelStudios prepara una cascada de #estrenos entre 2021 y 2023. Destacan cintas como ""#WakandaForever "", ""… https://t.co/x1WZVp8sTA",Positivo,63
VanesssaLuz,,#NBAnaESPN #MarvelStudios #StephenCurry Q arena mano!!! https://t.co/ANIFEf1kse,Positivo,68
Seba_Sickness,,Que insufrible la transmisión de #NBAxESPN  en el Espn2 mezclando cosas de #MarvelStudios,Positivo,53
SMASHem_mx,,¡Se anuncia la Fase 4 del MCU! Y el primer vistazo a #Eternals llega con ella. 😱 #MarvelStudios https://t.co/aj9Hq9oqUz,Positivo,71
elstandelcine,,"Spiderman 3,THOR 4,Fantastic Four,Black Panter 2,Nuevos Estrenos Marvel/... https://t.co/ECssDGYmCg a través de… https://t.co/SQ63ozhnic",Positivo,68
nico_alvarez000,"Buenos Aires, Argentina",Sensacionales los efectos que se están viendo en el partido entre Warriors y Pelicans gracias a la colaboración ent… https://t.co/yky6nAw4s6,Positivo,88
CineekGo,"Bogotá, D.C., Colombia",Se filtra esta imagen del actor #JeremyRenner mostrando el nuevo traje que utilizará el héroe junto con la actriz… https://t.co/OEb3kyiZWG,Positivo,75
GMarvelita,Lima perú,La actriz #NataliePortman ha compartido en su historia de Instagram el tráiler de la Fase 4 de #MarvelStudios y dic… https://t.co/VPFhGzPoF7,Positivo,67
LaloBlues_,México,"Te amo Marvel y gracias, solo diré eso. ❤️

#MarvelStudios #TheEternals https://t.co/YRu5nBlxqo",Positivo,83
TomatazosCom,,#MarvelStudios enfrenta demanda por presuntamente robar el diseño del traje de #IronMan. 👀😮➡️ https://t.co/Nd0yeSysDX,Positivo,62
marvelmex,#CDMX,¡Que no se te pase ningún estreno! Aquí te dejamos toda la agenda de #MarvelStudios. 😉👇🏻 https://t.co/tPwRVa0mfq,Positivo,72
Dan13lNormal,De ningún lugar ,"Yo, después de ver por enésima vez el anuncio de #MarvelStudios https://t.co/XVFCmttCZ7",Positivo,68
Electroalces,"Guadalajara, Jalisco",¡Bombazo! Todo Explicado Trailer Eternals y Películas Fase 4 de Marvel Todos los detalles aquí:… https://t.co/vy7AvY7lzw,Positivo,65
delcinealsofa,,"Y así quedan los estrenos de películas de #MarvelStudios para este año.

Sin duda se nos viene una segunda mitad de… https://t.co/r3fBDMPIpO",Positivo,63
MundoPeliculas_,,#MarvelStudios Estrena video para celebrar sus peliculas y anunciar futuros estrenos del universo del #MCU… https://t.co/YAOCGLdYCw,Positivo,68
legiongeeek,Ciudad Autónoma de Buenos Aire,"Para los que decían que #MarvelStudios venía apagado... esto es lo que viene ""en películas "" de aquí a 2 años... ad… https://t.co/iZCbLy6d6U",Positivo,61
sopitasfm,CDMX,"Ahora sí, Marvel Studios se dejó ir con todo y nos presentó el calendario de estrenos para la Fase 4 de su universo… https://t.co/U9LOPRFar2",Positivo,70
Manolo_MO,,"⚠️ Con la publicación del primer teaser de #TheEternals. #Disney y #MarvelStudios, dieron a conocer el calendario d… https://t.co/3JZEb0fc6T",Positivo,72
TomatazosCom,,¡Ya tenemos título oficial para #PanteraNegra2! #MarvelStudios presenta el nombre y el logo de la muy esperada secu… https://t.co/GScm0kSNPg,Positivo,65
charlietv_ok89,"Canelones, Uruguay 🇺🇾",Confirmadas fechas de estrenos de la fase 4 del #UCM #BlackPantherWakandaForever #GuardianesDeLaGalaxiaVol3… https://t.co/BnnWJD7ZLW,Positivo,65
ElPochocleroOk,Buenos Aires City Region,#TaikaWaititi dijo que #ThorLoveAndThunder posiblemente sea la mejor película de #MarvelStudios. La palabra del cin… https://t.co/p9yz6rBOy7,Positivo,75
Melisa__Zarate,"Corrientes, Argentina","Empezaba la película con todo y boom lo matan a Loki, en su momento pense que era otro de sus engaños resulto que n… https://t.co/FO214PnXxG",Positivo,64
gabolyon,,"Madre mia el cierre de este año y el comienzo del siguiente estan fuertes, lo que mas espero… https://t.co/QA0ln6WDWy",Positivo,60
gabypta,"Westview, NJ","El vídeo de #MarvelStudios de la mañana me dejó con el hype TAN ALTO, que me puse a leer el cómic de #TheEternals p… https://t.co/znjgINdI0u",Positivo,70
IvanUruea2,,"@diegobranca no confia mucho en @Kicillofok que digamos...
Se fue a internar a
CABA
A la gorilada jaja
Asi son... D… https://t.co/2cg9g3F8n8",Positivo,62
AsisediceTV,México/Estados Unidos ,Marvel da a conocer las fechas de estreno de la siguiente fase del MCU https://t.co/bpmuJ4mMTR #Cine #MarvelStudios,Positivo,71
tcbase,"Lima, Peru",Si no la viste... Hazte ver!! #TheCollectorsBase #YoColeccionoTCB  #TCBrecomienda #TCBrecuerda #Spiderman #Spidey… https://t.co/8kWJ0GrPOX,Positivo,66
GMarvelita,Lima perú,"El presidente de #MarvelStudios,#KevinFeige ,revela que hubo un cambio en el guión para eliminar a #DoctorStrange d… https://t.co/knjuzHDV5a",Positivo,75
MonchiPlay_yt,Argentina,"Les dejo mis redes sociales por si quieren sumarse que a los 3000 seguidores hago sorteo!
https://t.co/2pjvacHKBs… https://t.co/UwtChzntzE",Positivo,72
FansVaneHudgens,,"Si el amor puede con todo,
Mi problema siempre ha sido pensar que yo de verdad podré con el amor
#SiguemeYTeSigo… https://t.co/AlCsPOfdos",Positivo,53
Carlos8aCAO,"Bogotá, D.C., Colombia",Aprovecho uno de estos breves momentos de aliento en mí convalecencia del COVID-19 para contar qué de la fase 4 de… https://t.co/AS9y3LMRj3,Positivo,70
ivolivares,Santiago,"#MarvelStudios #Phase4 

Imposible resumir tanto en tan poco tiempo, pero lo que se viene - si seguiste la historia… https://t.co/3rdKNZe2Om",Positivo,54
97_legion,Everywhere ,Esta gente nunca se cansara de elevarme el hype? 🤩 #MarvelStudios https://t.co/MMa0H5Jgtz,Positivo,64
QuizasLinterese,santiago -chile,QUIZAS LE INTERESE: Marvel Studios celebra el cine/ revisa el video emotivo aquí ⬇️ https://t.co/IC2z3LTxlW… https://t.co/YzKQZBKizU,Positivo,72
edrosso80,Ciudad Autónoma de Buenos Aire,"Nos vemos en el cine.
#MarvelStudios
#MCU

https://t.co/vacatxnH2w",Positivo,74
THiddlestonMx,México,"Varias cuentas han reportado que hoy tendremos un ""look especial"" de Loki durante el partido de la NBA que se trans… https://t.co/91v2p7sZ6y",Positivo,79
ItsJosephAgain,Hogwarts,"Nota mental: No mueras 
#UCM #MarvelStudios #MCU #Phase4 
#Eternals #DoctorStrangeInTheMultiverseOfMadness https://t.co/ZMYnQGaFRL",Positivo,60
gas76delestado,,"Toda la verdura en el puchero
#MarvelStudios https://t.co/wMXVy2fC7B",Positivo,69
GMarvelita,Lima perú,"El presidente de #MarvelStudios,#KevinFeige , dice que el plan original era que #DoctorStrange apareciera en la ser… https://t.co/q1jrIvXgqI",Positivo,61
yorsh82,World Wide Web,#MarvelStudios celebra a las películas https://t.co/WgvE0nok6A a través de @YouTube,Positivo,69
MILTONRIANOP,Bogota.  andrewriano@gmail.com,"Hermosos paisajes!!! Todavía nos queda naturaleza tenemos que cuidarla, el verde de sus montañas nos cautivan… https://t.co/9UGjV2JMdx",Positivo,61
bhslt,,no quiero hacer mas tarea de física 😞 #MarvelStudios,Positivo,65
hollandvalee,ruel ♡ she/her   fan account,marvel siempre tiene lo mejor #MarvelStudios https://t.co/TOiJcnVMmT,Positivo,82
Fearteck,"Distrito Federal, México","#MarvelStudios videorrreacion! y si, casi lloro :'C https://t.co/lmOJxQ4LGE",Positivo,67
Carli_hamilton1,,Una buena razón para querer estar vivo unos años más a pesar de la pandemia del orto esta..y que abran los cines pr… https://t.co/N00qJGqD7l,Positivo,73
YanezMirandaJoe,,"CALENDARIO MARVEL FASE 4 PELICULAS
#MarvelStudios https://t.co/W8cBMB7vhP",Positivo,67
ScarletKang8,,#MarvelStudios que me muera dice https://t.co/BRhbaormtm,Positivo,49
emiliots309,"Saltillo, Coahuila de Zaragoza","El tráiler de la fase 4 de #MarvelStudios me hizo llorar de emoción y tristeza, todo en 4 minutos",Positivo,66
BreSilvaRomero,"Lima, Perú",¿¿¿Tuve que ver 3 veces este video para procesar la cantidad de increíbles películas que se nos vienen y superar la… https://t.co/NJYPrFs6T3,Positivo,69
_ChapinGeek_,"Guatemala, San Jose ",Hoy por la noche durante un partido de la NBA tendremos un adelanto especial de la nueva serie de #Loki #Seriéfilos… https://t.co/3Sj98o6xjd,Positivo,90
algomorado,"Guadalajara, Jalisco",Con el avance de #MarvelStudios y en la película #AntManandTheWaspQuantumania y la confirmación de #Kanc me da las… https://t.co/OiSG8fUxGu,Positivo,63
DDMexico,México,"#Entretenimiento #Cine 
🟣¿Fan de #Marvel? Estos son los estrenos de #MarvelStudios para los próximos dos años… https://t.co/VypOJoc1j3",Positivo,63
ELDELOSLENTESN1,,Raza acabo de terminar de ver todos los avances que se van a venir para las películas de #MarvelStudios  y no puede… https://t.co/nZejc8fOWr,Positivo,66
Lubeck1985,España,"Ese tweet es un regalo, en 3 minutos nos recuerda que hemos vivido algo maravilloso, pero que nos espera un futuro… https://t.co/DjBefUSyDn",Positivo,70
toysmanoficial,"Buenos Aires, Argentina","Fixture de #MarvelStudios

#BlackWidow Julio 2021
#ShangChi Septiembre 21
#Eternals Noviembre 21
#SpiderMan3 Diciem… https://t.co/PQv1Ui2yu7",Positivo,65
PonteAlDiaEs,,"Nuevo: ""Got Talent | Marvel Studios | Ponte al día 441 (03/05/21)"", El magazine de actualidad, ocio, tv, cine y más… https://t.co/BmtwYGFMrG",Positivo,77
notasabe,,Marvel Studios ha hecho oficial las siguientes fechas de estreno y títulos actualizados para algunas de sus películ… https://t.co/tpCaHOBSZg,Positivo,67
PecesPop,,Lo que se viene #MarvelStudios https://t.co/2yTKeGxlLF,Positivo,67
rubeneguizabal,Logroño,Solo estos tios son capaces de hacer que vea un trailer 5 veces seguidas en 15 minutos 🤩. #MarvelStudios #Marvel… https://t.co/ipnC5bjvfd,Positivo,58
piccolodmk,CDMX ,Ya vieron el adelanto de #TheEternals y el futuro de  #Marvel #MarvelStudios  😱😱😱😱😱,Positivo,66
RiyoKuro9,"Córdoba, España",Nadie se dió cuenta que el símbolo del final del anuncio de #Marvel #MarvelStudios es de los 4 fantásticos https://t.co/T27cHBbmXX,Positivo,62
luisillohdz,"México, DF",¡Qué chulada! 🤩 #MarvelStudios https://t.co/bF2Ubol5sg,Positivo,66
FreakypopZone95,"Tuxtla Gutiérrez, Chiapas","Marvel Entertainment revela el título y el logo oficial de la secuela de Capitana Marvel.

#FreakyZone #CulturaPop… https://t.co/9LfmBojHTX",Positivo,64
El_Vortex,México,#MarvelStudios nos muestra un recopilatorio de su historia y vemos lo que vendrá en los próximos años. https://t.co/osGBXi7FO6,Positivo,63
PuntoSeguidoCL,Temuco,"Como parte del video de #MarvelStudios anunciando su nuevo calendario de estrenos, pudimos ver el primer vistazo a… https://t.co/pPMVVD87FL",Positivo,81
PeterElijah1981,"Islas Baleares, España","Épico como siempre

#MarvelStudios #Marvel #StanLee https://t.co/qO4d0NToXT",Positivo,68
braisgfroom,"Vigo, España","🚨 Kevin Feige ha confirmado que en #Wandavision el Dr. Strange iba a tener un cameo, y que los anuncios de la serie… https://t.co/B5iehNp5Sk",Positivo,67
carjoniri,"Santiago, Chile",🤯🤯🤯🤯🤯 y en mi mente solo repetía naguebonaaaa con el guarapo aguado 🤯🤯🤯🤯🤯Marvel Studios Celebrates The Movies… https://t.co/ttMk3y7BEL,Positivo,63
_Entre10,Puerto Rico,"🎬🍿 • Nuevas imágenes del nuevo filme de #MarvelStudios, #Eternals 🌟

Protagonizan: #AngelinaJolie, #GemmaChan,… https://t.co/6OahSty2it",Positivo,77
STILESBF24, |🇨🇱| He/ Him | L(G)BT,"#MarvelStudios dale flaco saquen el trailer de eternals

https://t.co/8uRqwJADsQ",Positivo,65
